latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-32.77,119.78,390.5,1.8,1.3,2020-02-07,0530,A,0,6.0NRT,282.9,449.6,D
-32.763,119.791,360.3,1.8,1.3,2020-02-07,0530,A,0,6.0NRT,281,178.5,D
-32.479,119.415,336.4,1.9,1.3,2020-02-07,0530,A,50,6.0NRT,298.2,57,D
-32.465,119.434,364.9,1.9,1.3,2020-02-07,0530,A,87,6.0NRT,302.8,219.8,D
-32.467,119.413,414.7,1.9,1.3,2020-02-07,0530,A,87,6.0NRT,315.1,857.2,D
-32.469,119.393,412.9,1.9,1.3,2020-02-07,0530,A,94,6.0NRT,321,823.9,D
-32.456,119.392,379.8,1.9,1.3,2020-02-07,0530,A,85,6.0NRT,318.6,347.3,D
-32.44,119.431,340.7,1.9,1.3,2020-02-07,0530,A,59,6.0NRT,290.8,74.9,D
-32.442,119.41,368.6,1.9,1.3,2020-02-07,0530,A,87,6.0NRT,295.8,241.5,D
-32.428,119.429,342.8,1.9,1.3,2020-02-07,0530,A,80,6.0NRT,288.3,83.5,D
-32.43,119.409,349.9,1.9,1.3,2020-02-07,0530,A,90,6.0NRT,299.7,112.8,D
-32.418,119.407,335.3,1.9,1.3,2020-02-07,0530,A,73,6.0NRT,287.6,45.2,D
-32.438,119.403,359,1.9,1.3,2020-02-07,0530,A,99,6.0NRT,307.2,166.6,D
-32.426,119.402,346.9,1.9,1.3,2020-02-07,0530,A,81,6.0NRT,300.5,94.8,D
-32.414,119.4,342.5,1.9,1.3,2020-02-07,0530,A,72,6.0NRT,292.1,73.5,D
-32.398,119.439,343.5,1.9,1.3,2020-02-07,0530,A,39,6.0NRT,307.4,72.3,D
-32.4,119.419,334.8,1.9,1.3,2020-02-07,0530,A,37,6.0NRT,303.5,40.7,D
-32.411,119.296,366.6,1.9,1.4,2020-02-07,0530,A,95,6.0NRT,305.5,222.7,D
-32.386,119.438,381.3,1.9,1.3,2020-02-07,0530,A,100,6.0NRT,312.1,344.3,D
-32.397,119.315,350.4,1.9,1.4,2020-02-07,0530,A,74,6.0NRT,294.3,110.9,D
-32.372,119.456,373.6,1.9,1.3,2020-02-07,0530,A,100,6.0NRT,317.4,264.9,D
-32.373,119.436,409.9,1.9,1.3,2020-02-07,0530,A,100,6.0NRT,320.4,737.6,D
-32.359,119.455,346.2,1.9,1.3,2020-02-07,0530,A,84,6.0NRT,317.5,74.5,D
-32.361,119.435,383.6,1.9,1.3,2020-02-07,0530,A,100,6.0NRT,319.6,356.3,D
-32.363,119.415,354.4,1.9,1.3,2020-02-07,0530,A,94,6.0NRT,314.6,119.8,D
-32.347,119.454,346.1,1.9,1.3,2020-02-07,0530,A,84,6.0NRT,319.8,75.2,D
-32.349,119.433,381.7,1.9,1.3,2020-02-07,0530,A,100,6.0NRT,321,336.3,D
-32.351,119.413,360.2,1.9,1.3,2020-02-07,0530,A,100,6.0NRT,317.6,154.8,D
-32.339,119.412,350.8,1.9,1.3,2020-02-07,0530,A,27,6.0NRT,317.2,98.6,D
-32.327,119.41,379.8,1.9,1.3,2020-02-07,0530,A,100,6.0NRT,318.1,318.4,D
-32.328,119.389,379.9,1.9,1.3,2020-02-07,0530,A,100,6.0NRT,321.5,326.6,D
-32.337,119.287,375,1.9,1.4,2020-02-07,0530,A,100,6.0NRT,314.4,286.3,D
-32.344,119.448,343.3,1.9,1.3,2020-02-07,0530,A,58,6.0NRT,320,63.1,D
-32.346,119.428,366.7,1.9,1.3,2020-02-07,0530,A,100,6.0NRT,319.8,196.4,D
-32.334,119.426,335.1,1.9,1.3,2020-02-07,0530,A,45,6.0NRT,314.1,21,D
-32.336,119.406,370.4,1.9,1.3,2020-02-07,0530,A,100,6.0NRT,319,233.7,D
-32.322,119.425,344.9,1.9,1.3,2020-02-07,0530,A,89,6.0NRT,314,62.7,D
-32.324,119.404,374.8,1.9,1.3,2020-02-07,0530,A,100,6.0NRT,318.4,270.4,D
-32.326,119.384,364.1,1.9,1.3,2020-02-07,0530,A,97,6.0NRT,318.9,183.7,D
-32.333,119.302,343.8,1.9,1.4,2020-02-07,0530,A,49,6.0NRT,314.4,68,D
-32.335,119.281,365.1,1.9,1.4,2020-02-07,0530,A,100,6.0NRT,315.3,201.1,D
-32.315,119.362,332.4,1.9,1.3,2020-02-07,0530,A,48,6.0NRT,306.1,12.9,D
-32.273,119.418,346.6,1.9,1.3,2020-02-07,0530,A,75,6.0NRT,320.2,77.6,D
-32.261,119.417,356.2,1.9,1.3,2020-02-07,0530,A,97,6.0NRT,320.8,133.7,D
-32.263,119.397,367.1,1.9,1.3,2020-02-07,0530,A,100,6.0NRT,320.9,202.9,D
-32.264,119.376,345.9,1.9,1.3,2020-02-07,0530,A,90,6.0NRT,317.3,66.9,D
-32.249,119.415,356.9,1.9,1.3,2020-02-07,0530,A,98,6.0NRT,317.9,143.6,D
-32.25,119.395,347,1.9,1.3,2020-02-07,0530,A,81,6.0NRT,317.8,78.5,D
-32.252,119.375,344.7,1.9,1.3,2020-02-07,0530,A,87,6.0NRT,319.3,63.7,D
-32.254,119.354,340.2,1.9,1.3,2020-02-07,0530,A,77,6.0NRT,319.5,41.5,D
-32.398,117.607,332.8,2.5,1.5,2020-02-07,0530,A,75,6.0NRT,314.2,38.3,D
-32.242,119.353,341.2,1.9,1.3,2020-02-07,0530,A,77,6.0NRT,315.8,53.7,D
-32.257,119.409,358.9,1.9,1.3,2020-02-07,0530,A,94,6.0NRT,320.1,150.4,D
-32.259,119.389,353,1.9,1.3,2020-02-07,0530,A,90,6.0NRT,319.8,102.1,D
-32.243,119.428,338,1.9,1.3,2020-02-07,0530,A,56,6.0NRT,312.2,55.3,D
-32.244,119.408,347.4,1.9,1.3,2020-02-07,0530,A,82,6.0NRT,316.5,96.1,D
-32.248,119.367,343.5,1.9,1.3,2020-02-07,0530,A,75,6.0NRT,318.8,64.5,D
-32.406,117.601,339.5,2.5,1.5,2020-02-07,0530,A,84,6.0NRT,314.5,77.6,D
-32.234,119.262,340.1,1.9,1.4,2020-02-07,0530,A,59,6.0NRT,318.1,53,D
-32.223,119.24,339.9,1.9,1.4,2020-02-07,0530,A,63,6.0NRT,315.3,55.5,D
-20.411,164.452,309,1,1,2020-02-07,1140,T,64,6.0NRT,294.9,6.8,N
-37.494,149.842,306.3,1.5,1.2,2020-02-07,1315,T,68,6.0NRT,277.5,19.2,N
-37.498,149.826,305.1,1.5,1.2,2020-02-07,1315,T,49,6.0NRT,280.6,17.9,N
-37.298,148.794,314.2,1.3,1.1,2020-02-07,1315,T,89,6.0NRT,286.7,21.6,N
-37.288,148.791,314.7,1.3,1.1,2020-02-07,1315,T,90,6.0NRT,286.4,22.1,N
-37.29,148.801,308.9,1.3,1.1,2020-02-07,1315,T,76,6.0NRT,286.2,16.4,N
-37.293,148.787,315.7,1.3,1.1,2020-02-07,1315,T,92,6.0NRT,287.1,24.1,N
-37.833,144.784,300.4,1,1,2020-02-07,1315,T,26,6.0NRT,290.3,4.4,N
-20.738,139.482,309.6,1,1,2020-02-07,1320,T,73,6.0NRT,298.6,5.8,N
-20.74,139.473,314.8,1,1,2020-02-07,1320,T,88,6.0NRT,298.7,9.8,N
-19.344,145.649,303.5,1.9,1.3,2020-02-07,1320,T,30,6.0NRT,293,8.2,N
-19.347,145.631,304.9,1.9,1.3,2020-02-07,1320,T,60,6.0NRT,293.1,10.3,N
-19.332,145.646,303.6,1.9,1.3,2020-02-07,1320,T,28,6.0NRT,292.9,8.6,N
-19.34,145.641,313.9,1.9,1.3,2020-02-07,1320,T,88,6.0NRT,293.2,27.7,N
-37.47,149.929,310.9,1.2,1.1,2020-02-07,1455,A,36,6.0NRT,285.2,14.6,N
-37.48,149.926,339.3,1.2,1.1,2020-02-07,1455,A,100,6.0NRT,289.5,57.3,N
-37.483,149.94,323.4,1.2,1.1,2020-02-07,1455,A,74,6.0NRT,289.4,28.3,N
-37.49,149.923,324.2,1.2,1.1,2020-02-07,1455,A,92,6.0NRT,290.6,30.1,N
-37.294,148.8,301.3,1.4,1.2,2020-02-07,1455,A,39,6.0NRT,285.7,10.1,N
-37.485,149.837,322.5,1.2,1.1,2020-02-07,1455,A,100,6.0NRT,287.8,30,N
-37.488,149.851,311,1.2,1.1,2020-02-07,1455,A,81,6.0NRT,285.9,15.9,N
-37.495,149.893,305.7,1.2,1.1,2020-02-07,1455,A,23,6.0NRT,285.1,9.7,N
-37.498,149.906,318.7,1.2,1.1,2020-02-07,1455,A,86,6.0NRT,287.7,22.4,N
-37.5,149.92,318.1,1.2,1.1,2020-02-07,1455,A,32,6.0NRT,287.9,20.2,N
-37.495,149.834,320.6,1.2,1.1,2020-02-07,1455,A,100,6.0NRT,287.5,27.8,N
-37.505,149.891,315.1,1.2,1.1,2020-02-07,1455,A,69,6.0NRT,285.2,18.3,N
-37.507,149.904,325.5,1.2,1.1,2020-02-07,1455,A,100,6.0NRT,287.7,31.4,N
